avg_m_o_distance,std_m_o_distance,avg_m_o_m_angle,std_m_o_m_angle,min_m_o_m_angle,max_m_o_m_angle,coordination_mean,atomic_number_mean,electronegativity_mean,oxidation_state_mean,volume_per_atom,band_gap,is_metallic
1.9549190507360452,0.0,120.0,42.85213127838056,82.62045173134949,180.0,4.0,29.0,1.9,2.0,11.121387926358747,0.0,1
2.6869120744783026,0.018346184542884763,119.99973657799559,21.85529565245165,104.19912932025434,150.90518158437314,3.0,19.0,0.82,1.0,30.40148361096337,0.38220000000000004,0
2.430563972250627,0.0987168228602548,108.04576488888608,20.925805170467417,86.48480351766324,157.39135252370434,4.5,11.0,0.93,1.0,12.586647900806216,1.6226,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0399999999999996,1.0,22.567221341766185,0.9687000000000001,0
2.05844789118925,0.00029781958280047623,107.6890925919686,36.011286582277194,77.69142400548954,178.8007440346098,6.0,80.0,2.0,2.0,16.66532776500054,1.3101,0
2.0704435374619443,2.9935294496801723e-06,177.46733826413637,1.7624366797161111e-06,177.46733701790544,177.46734075659822,2.0,80.0,2.0,2.0,18.03684559100139,1.2711999999999999,0
2.2712896418210584,0.002766385325533093,133.3498253007318,0.2616294048991841,132.96961034240977,133.7090226288098,2.0,40.0,1.33,0.0,17.97291524624862,0.0,1
1.9750815145210465,0.006300755893868384,109.43632575507581,1.8802172713747007,107.23423227345945,111.60610399329813,4.0,12.0,1.3100000000000003,2.0,11.848508529118602,3.4119,0
2.2078849893925456,0.0638100365372902,107.23175538161567,34.55747045772748,85.92177039565725,178.59853300019134,6.0,26.0,1.8299999999999994,2.0,10.72195589469788,2.0878,0
2.1985334385496773,0.0,117.97682876582387,3.356649469845155e-07,117.97682829112193,117.97682900317483,3.0,35.0,2.96,0.0,19.534715287061058,0.0,1
2.4080674705073415,2.220446049250313e-16,109.38408562165229,2.9160252355755674,106.46805948698298,112.3001187827109,4.0,83.0,2.02,2.0,21.629929104745344,0.0,1
